"original_text","normalize_text","language","category","flag","last_update","remark"
"terputusputus","terputus-putus","Malay","VOC_EDITOR","1","2017-05-05 00:38:42",\N
"buatbalik","buat balik","Malay","VOC_EDITOR","1","2017-05-05 00:38:42",\N
"perkhidm","perkhidmatan","Malay","VOC_EDITOR","1","2017-05-05 00:56:30",\N
"problm","problem","English","VOC_EDITOR","1","2017-05-05 01:26:48",\N
"co","company","English","VOC_EDITOR","1","2017-05-05 01:39:28",\N
"shouldn't","should not","English","VOC_EDITOR","1","2017-05-05 01:39:28",\N
"msg","message","English","VOC_EDITOR","1","2017-05-05 18:56:02",\N
"en","encik","Malay","VOC_EDITOR","1","2017-05-05 19:03:10",\N
"ting","tinggi","Malay","VOC_EDITOR","1","2017-05-05 19:08:41",\N
"nilain","nilaian","Malay","VOC_EDITOR","1","2017-05-05 20:16:59",\N
"whch","which","English","VOC_EDITOR","1","2017-05-06 03:13:51",\N
"shud","should","English","VOC_EDITOR","1","2017-05-06 03:13:51",\N
"chkd","checked","English","VOC_EDITOR","1","2017-05-06 03:13:51",\N
"melibatkn","melibatkan","Malay","VOC_EDITOR","1","2017-05-08 20:38:35",\N
"4x","empat kali","Malay","MANUAL_TAG","1","2017-06-19 14:53:53","-"
"telef","telefon","Malay","VOC_EDITOR","1","2017-05-08 20:38:35",\N
"pnya","punya","Malay","VOC_EDITOR","1","2017-05-09 00:25:48",\N
"mnggunakan","menggunakan","Malay","VOC_EDITOR","1","2017-05-09 00:33:40",\N
"sentia","sentiasa","Malay","VOC_EDITOR","1","2017-05-09 00:33:40",\N
"diselesaikn","diselesaikan","Malay","VOC_EDITOR","1","2017-05-09 00:34:59",\N
"maklumbalas","maklum balas","Malay","VOC_EDITOR","1","2017-05-09 00:34:59",\N
"what's","what is","English","VOC_EDITOR","1","2017-05-09 00:37:06",\N
"smpi","sampai","Malay","VOC_EDITOR","1","2017-05-09 01:16:02",\N
"hidmatan","perkhidmatan","Malay","VOC_EDITOR","1","2017-05-09 01:28:56",\N
"komplain","aduan","Malay","VOC_EDITOR","1","2017-05-09 01:28:56",\N
"bbrp","beberapa","Malay","VOC_EDITOR","1","2017-05-09 01:56:52",\N
"memaklumankan","memaklumkan","Malay","VOC_EDITOR","1","2017-05-09 02:01:00",\N
"speedtest","speed test","Malay","VOC_EDITOR","1","2017-05-09 02:01:00",\N
"tec","techinician","Malay","VOC_EDITOR","1","2017-05-09 02:20:00",\N
"awl","awal","Malay","VOC_EDITOR","1","2017-05-09 02:20:00",\N
"walaupn","walaupun","Malay","VOC_EDITOR","1","2017-05-09 02:20:00",\N
"mengarahkn","mengarahkan","Malay","VOC_EDITOR","1","2017-05-09 03:22:57",\N
"wasn`t","was not","English","VOC_EDITOR","1","2017-05-09 03:29:09",\N
"offficer","officer","English","VOC_EDITOR","1","2017-05-09 08:59:47",\N
"sangat2","sangat-sangat","Malay","VOC_EDITOR","1","2017-05-09 10:21:34",\N
"lapvran","laporan","Malay","VOC_EDITOR","1","2017-05-09 11:17:07",\N
"tqvm","thank you very much","Malay","VOC_EDITOR","1","2017-05-09 11:17:07",\N
"tunggy","tunggu","Malay","VOC_EDITOR","1","2017-05-16 01:28:37",\N
"haven`t","have not","English","VOC_EDITOR","1","2017-05-16 01:34:27",\N
"s??~etter","settle","English","VOC_EDITOR","1","2017-05-16 01:34:27",\N
"berkelip2","berkelip-kelip","Malay","VOC_EDITOR","1","2017-05-16 01:38:25",\N
"onsite","on site","English","VOC_EDITOR","1","2017-05-16 01:44:16",\N
"berpeng","berpengalaman","Malay","VOC_EDITOR","1","2017-05-16 01:47:29",\N
"weeken","weekend","English","VOC_EDITOR","1","2017-05-16 02:33:19",\N
"bpuas","berpuas","Malay","VOC_EDITOR","1","2017-05-16 03:09:41",\N
"melakukn","melakukan","Malay","VOC_EDITOR","1","2017-05-16 03:09:41",\N
"bhw","bahawa","Malay","VOC_EDITOR","1","2017-05-16 03:12:40",\N
"pannjang","panjang","Malay","VOC_EDITOR","1","2017-05-16 03:23:47",\N
"seleps","selepas","Malay","VOC_EDITOR","1","2017-05-16 03:28:47",\N
"xkan","tidak akan","Malay","VOC_EDITOR","1","2017-05-16 03:28:47",\N
"tlng","tolong","Malay","VOC_EDITOR","1","2017-05-16 03:28:47",\N
"bcz","because","English","VOC_EDITOR","1","2017-05-16 03:45:21",\N
"menganali","menganalisa","Malay","VOC_EDITOR","1","2017-05-16 18:54:38",\N
"technicial","technician","English","VOC_EDITOR","1","2017-05-16 18:58:26",\N
"rem","remain","English","VOC_EDITOR","1","2017-05-16 18:58:26",\N
"bhs","bahasa","Malay","VOC_EDITOR","1","2017-05-16 18:59:41",\N
"cincar-cincar","cincai-cincai","Malay","VOC_EDITOR","1","2017-05-16 19:08:33",\N
"baikbpulih","baik pulih","Malay","VOC_EDITOR","1","2017-05-16 19:24:16",\N
"isus","issue","English","VOC_EDITOR","1","2017-05-16 20:04:39",\N
"mmkan","memakan","Malay","VOC_EDITOR","1","2017-05-16 20:17:41",\N
"bgitu","begitu","Malay","VOC_EDITOR","1","2017-05-16 20:17:41",\N
"hri","hari","Malay","VOC_EDITOR","1","2017-05-16 20:17:41",\N
"slama","selama","Malay","VOC_EDITOR","1","2017-05-16 20:17:41",\N
"trikh","tarikh","Malay","VOC_EDITOR","1","2017-05-16 20:17:41",\N
"rebet","rebat","Malay","VOC_EDITOR","1","2017-05-16 21:05:35",\N
"menbaiki","membaiki","Malay","VOC_EDITOR","1","2017-05-16 21:17:39",\N
"xboleh","tidak boleh","Malay","VOC_EDITOR","1","2017-05-16 21:31:20",\N
"tapii","tapi","Malay","VOC_EDITOR","1","2017-05-16 21:31:20",\N
"daegn","dengan","Malay","VOC_EDITOR","1","2017-05-16 21:31:20",\N
"sbarang","sebarang","Malay","VOC_EDITOR","1","2017-05-04 19:45:49",\N
"bkaitan","berkaitan","Malay","VOC_EDITOR","1","2017-05-04 19:45:49",\N
"sbulan","sebulan","Malay","VOC_EDITOR","1","2017-05-04 19:45:49",\N
"mesaj","mesej","Malay","VOC_EDITOR","1","2017-05-04 19:58:16",\N
"telepone","telephone","Malay","VOC_EDITOR","1","2017-05-04 19:58:16",\N
"tali","talian","Malay","VOC_EDITOR","1","2017-05-04 20:05:07",\N
"kompenten","kompeten","Malay","VOC_EDITOR","1","2017-05-04 20:13:13",\N
"en.","encik","Malay","VOC_EDITOR","1","2017-05-04 20:13:13",\N
"sepatut","sepatutnya","Malay","VOC_EDITOR","1","2017-05-04 20:17:48",\N
"memuasakan","memuaskan","Malay","VOC_EDITOR","1","2017-05-04 20:37:58",\N
"dijawap","dijawab","Malay","VOC_EDITOR","1","2017-05-04 20:37:58",\N
"berpengalam","berpengalaman","Malay","VOC_EDITOR","1","2017-05-04 20:48:57",\N
"dsediakan","disediakan","Malay","VOC_EDITOR","1","2017-05-04 20:48:57",\N
"answ","answer","English","VOC_EDITOR","1","2017-05-04 22:28:36",\N
"upgreat","upgrade","Malay","VOC_EDITOR","1","2017-05-04 22:32:06",\N
"aduuhai","aduhai","Malay","VOC_EDITOR","1","2017-05-05 02:00:23",\N
"rasa2","rasa-rasa","Malay","VOC_EDITOR","1","2017-05-05 02:00:23",\N
"trdekat","terdekat","Malay","VOC_EDITOR","1","2017-05-05 02:10:18",\N
"dpulikkan","dipulihkan","Malay","VOC_EDITOR","1","2017-05-05 02:10:18",\N
"hya","hanya","Malay","VOC_EDITOR","1","2017-05-05 02:10:18",\N
"intraten","internet","Malay","VOC_EDITOR","1","2017-05-05 02:10:18",\N
"sekajap2","sekejap-sekejap","Malay","VOC_EDITOR","1","2017-05-05 02:10:18",\N
"progres","progress","Malay","VOC_EDITOR","1","2017-05-05 20:51:18",\N
"komitm","komitmen","Malay","VOC_EDITOR","1","2017-05-05 21:57:47",\N
"tidal","tidak","Malay","VOC_EDITOR","1","2017-05-06 00:59:22",\N
"effisien","efisien","Malay","VOC_EDITOR","1","2017-05-06 00:59:22",\N
"streamex","streamyx","English","VOC_EDITOR","1","2017-05-06 01:02:24",\N
"kn","akan","Malay","VOC_EDITOR","1","2017-05-06 01:34:14",\N
"tudak","tidak","Malay","VOC_EDITOR","1","2017-05-06 01:55:14",\N
"macam2","macam-macam","Malay","VOC_EDITOR","1","2017-05-06 02:03:13",\N
"sahingga","sehingga","Malay","VOC_EDITOR","1","2017-05-06 02:03:13",\N
"ke3","ketiga","Malay","MANUAL_TAG","1","2017-06-19 15:05:00","-"
"ikla","iklan","Malay","VOC_EDITOR","1","2017-05-09 09:18:15",\N
"permohon","permohonan","Malay","VOC_EDITOR","1","2017-05-09 09:33:24",\N
"palingbaik","paling baik","Malay","VOC_EDITOR","1","2017-05-09 09:41:55",\N
"dptkan","dapatkan","Malay","VOC_EDITOR","1","2017-05-09 09:50:20",\N
"brpa","berapa","Malay","VOC_EDITOR","1","2017-05-09 10:05:56",\N
"menagatasi","pengatasian","Malay","VOC_EDITOR","1","2017-05-09 10:24:49",\N
"terutatamanya","terutamanya","Malay","VOC_EDITOR","1","2017-05-09 10:29:39",\N
"setelight","satellite","English","VOC_EDITOR","1","2017-05-09 10:54:42",\N
"mana2","mana-mana","Malay","VOC_EDITOR","1","2017-05-09 11:34:14",\N
"diperbaikki","diperbaiki","Malay","VOC_EDITOR","1","2017-05-09 11:41:57",\N
"nenyembung","menyambung","Malay","VOC_EDITOR","1","2017-05-09 11:50:28",\N
"terlu","terlalu","Malay","VOC_EDITOR","1","2017-05-09 11:50:28",\N
"sesua","sesuai","Malay","VOC_EDITOR","1","2017-05-09 11:50:28",\N
"b,puas","berpuas","Malay","VOC_EDITOR","1","2017-05-09 14:09:54",\N
"xbrpuas","tidak berpuas","Malay","VOC_EDITOR","1","2017-05-09 14:09:54",\N
"xpon","tidak pun","Malay","VOC_EDITOR","1","2017-05-09 15:00:26",\N
"tingi2","tinggi-tinggi","Malay","VOC_EDITOR","1","2017-05-09 15:59:23",\N
"diperl","diperlukan","Malay","VOC_EDITOR","1","2017-05-09 15:59:23",\N
"mekaseyy","terima kasih","Malay","VOC_EDITOR","1","2017-05-09 16:21:58",\N
"sket","sikit","Malay","VOC_EDITOR","1","2017-05-09 16:21:58",\N
"mekasih","terima kasih","Malay","VOC_EDITOR","1","2017-05-09 16:21:58",\N
"tipon","telefon","Malay","VOC_EDITOR","1","2017-05-09 16:21:58",\N
"korg","kamu orang","Malay","VOC_EDITOR","1","2017-05-09 16:21:58",\N
"kadang2","kadang-kadang","Malay","VOC_EDITOR","1","2017-05-09 17:38:10",\N
"lebihkurang","lebih kurang","Malay","VOC_EDITOR","1","2017-05-16 21:38:27",\N
"alhamdulillaah","alhamdulillah","Malay","VOC_EDITOR","1","2017-05-16 21:42:26",\N
"tersekat2","tersekat-sekat","Malay","VOC_EDITOR","1","2017-05-16 22:19:51",\N
"cntrctor","contractor","English","VOC_EDITOR","1","2017-05-17 00:27:52",\N
"sepptnya","sepatutnya","English","VOC_EDITOR","1","2017-05-17 00:27:52",\N
"septtnya","sepatutnya","English","VOC_EDITOR","1","2017-05-17 00:27:52",\N
"kawas","kawasan","Malay","VOC_EDITOR","1","2017-05-17 00:42:42",\N
"esp","especially","Malay","MANUAL_TAG","1","2017-06-20 10:21:55","-"
"pkge","package","Malay","VOC_EDITOR","1","2017-05-17 00:56:56",\N
"centr","center","Malay","VOC_EDITOR","1","2017-05-17 00:59:36",\N
"peroleh","perolehi","Malay","VOC_EDITOR","1","2017-05-17 01:58:51",\N
"tempuh","tempoh","Malay","VOC_EDITOR","1","2017-05-17 02:13:25",\N
"pembailan","pembaikan","Malay","VOC_EDITOR","1","2017-05-17 02:13:26",\N
"bukanny","bukannya","Malay","VOC_EDITOR","1","2017-05-17 02:23:19",\N
"krang","kurang","Malay","VOC_EDITOR","1","2017-05-17 03:09:24",\N
"pkar","pakar","Malay","VOC_EDITOR","1","2017-05-17 03:09:24",\N
"bla","bila","Malay","VOC_EDITOR","1","2017-05-17 03:09:24",\N
"ckap","cakap","Malay","VOC_EDITOR","1","2017-05-17 03:09:24",\N
"pd","pada","Malay","VOC_EDITOR","1","2017-05-17 03:16:24",\N
"pabila","apabila","Malay","VOC_EDITOR","1","2017-05-17 03:17:56",\N
"kalo","kalau","Malay","VOC_EDITOR","1","2017-05-17 03:28:59",\N
"songeh","kerenah","Malay","VOC_EDITOR","1","2017-05-17 03:28:59",\N
"olf","oleh","Malay","VOC_EDITOR","1","2017-05-17 19:26:03",\N
"tungg","tunggu","Malay","VOC_EDITOR","1","2017-05-17 21:16:16",\N
"opera","operasi","Malay","VOC_EDITOR","1","2017-05-17 21:21:02",\N
"penjang","panjang","Malay","VOC_EDITOR","1","2017-05-17 21:21:02",\N
"dgan","dengan","Malay","VOC_EDITOR","1","2017-05-17 22:00:49",\N
"eg","example","English","VOC_EDITOR","1","2017-05-18 00:05:36",\N
"rewayring","rewiring","Malay","VOC_EDITOR","1","2017-05-18 00:16:09",\N
"owaz","always","English","VOC_EDITOR","1","2017-05-18 00:18:17",\N
"xda","tiada","Malay","VOC_EDITOR","1","2017-05-18 03:19:02",\N
"ingi","ingin","Malay","VOC_EDITOR","1","2017-05-18 03:20:16",\N
"giveu","give up","Malay","VOC_EDITOR","1","2017-05-18 03:27:52",\N
"kontractor","kontraktor","Malay","VOC_EDITOR","1","2017-05-18 03:27:52",\N
"techinician","technician","Malay","VOC_EDITOR","1","2017-05-18 03:29:01",\N
"unt","untuk","Malay","VOC_EDITOR","1","2017-05-18 03:36:13",\N
"pihal","pihak","Malay","VOC_EDITOR","1","2017-05-18 03:40:03",\N
"mngambil","mengambil","Malay","VOC_EDITOR","1","2017-05-05 18:52:48",\N
"sbb","sebab","Malay","VOC_EDITOR","1","2017-05-05 18:52:48",\N
"pengantaian","penggantian","Malay","VOC_EDITOR","1","2017-05-05 19:15:45",\N
"lulud","lulus","Malay","VOC_EDITOR","1","2017-05-05 22:51:39",\N
"corteous","courteous","English","VOC_EDITOR","1","2017-05-06 00:46:06",\N
"techinian","technician","English","VOC_EDITOR","1","2017-05-06 02:57:31",\N
"kontrektor","kontraktor","Malay","VOC_EDITOR","1","2017-05-06 03:12:09",\N
"wiyer","wayar","Malay","VOC_EDITOR","1","2017-05-06 03:12:09",\N
"kontrantor","kontraktor","Malay","VOC_EDITOR","1","2017-05-08 19:03:29",\N
"yng","yang","Malay","VOC_EDITOR","1","2017-05-08 19:03:29",\N
"org","orang","Malay","VOC_EDITOR","1","2017-05-08 19:03:29",\N
"technition","technician","Malay","VOC_EDITOR","1","2017-05-08 19:05:25",\N
"complen","complaint","Malay","VOC_EDITOR","1","2017-05-08 19:23:16",\N
"ruma","rumah","Malay","VOC_EDITOR","1","2017-05-08 19:23:16",\N
"ptoblem","problem","Malay","VOC_EDITOR","1","2017-05-08 19:28:25",\N
"talipon","telefon","Malay","VOC_EDITOR","1","2017-05-08 19:28:25",\N
"keros","kerosakan","Malay","VOC_EDITOR","1","2017-05-08 19:44:14",\N
"kerjayanya","kerjanya","Malay","VOC_EDITOR","1","2017-05-08 20:03:31",\N
"menghubu","menghubungi","Malay","VOC_EDITOR","1","2017-05-08 20:24:53",\N
"telfon","telefon","Malay","VOC_EDITOR","1","2017-05-08 20:47:11",\N
"reprt","report","Malay","VOC_EDITOR","1","2017-05-08 20:47:11",\N
"mes","mesra","Malay","VOC_EDITOR","1","2017-05-08 20:53:19",\N
"dkemukakan","dikemukakan","Malay","VOC_EDITOR","1","2017-05-08 20:53:19",\N
"barang2","barang-barang","Malay","VOC_EDITOR","1","2017-05-09 01:45:41",\N
"terbaek","terbaik","English","VOC_EDITOR","1","2017-05-09 02:27:44",\N
"okt","oktober","Malay","VOC_EDITOR","1","2017-05-09 11:56:18",\N
"adva","advance","Malay","VOC_EDITOR","1","2017-05-09 15:40:30",\N
"berkerjasama","bekerjasama","Malay","VOC_EDITOR","1","2017-05-09 16:17:57",\N
"memadahi","memadai","Malay","VOC_EDITOR","1","2017-05-09 17:28:45",\N
"depa","mereka","Malay","VOC_EDITOR","1","2017-05-09 17:29:59",\N
"pebaik","baiki","Malay","VOC_EDITOR","1","2017-05-09 17:29:59",\N
"pukui","pukul","Malay","VOC_EDITOR","1","2017-05-09 17:29:59",\N
"pengunaan","penggunaan","Malay","VOC_EDITOR","1","2017-05-16 02:24:37",\N
"krew","kru","Malay","VOC_EDITOR","1","2017-05-16 02:24:37",\N
"strem","streamyx","Malay","VOC_EDITOR","1","2017-05-16 02:24:37",\N
"sambu","sambung","Malay","VOC_EDITOR","1","2017-05-16 19:03:08",\N
"trlibat","terlibat","Malay","VOC_EDITOR","1","2017-05-16 19:13:49",\N
"bnyi","bunyi","Malay","VOC_EDITOR","1","2017-05-16 19:13:49",\N
"walaubagai","walaubagaimanapun","Malay","VOC_EDITOR","1","2017-05-16 19:43:49",\N
"kaseh","kasih","Malay","VOC_EDITOR","1","2017-05-16 19:45:07",\N
"putus2","putus-putus","Malay","VOC_EDITOR","1","2017-05-16 21:07:12",\N
"teknition","teknisyen","Malay","VOC_EDITOR","1","2017-05-16 21:46:51",\N
"sbnyak","sebanyak","Malay","VOC_EDITOR","1","2017-05-16 21:50:20",\N
"mangatasi","mengatasi","Malay","VOC_EDITOR","1","2017-05-16 21:50:20",\N
"kerosakkan","kerosakan","Malay","VOC_EDITOR","1","2017-05-16 21:50:20",\N
"tele","telefon","Malay","VOC_EDITOR","1","2017-05-16 21:50:20",\N
"yestrday","yesterday","English","VOC_EDITOR","1","2017-05-16 21:51:58",\N
"nit","night","English","VOC_EDITOR","1","2017-05-16 21:51:58",\N
"skillfull","skillful","English","VOC_EDITOR","1","2017-05-16 21:51:58",\N
"kemarin","kelmarin","Malay","VOC_EDITOR","1","2017-05-17 01:13:32",\N
"segara","segera","Malay","VOC_EDITOR","1","2017-05-18 00:25:21",\N
"belisendiri","beli sendiri","Malay","VOC_EDITOR","1","2017-05-18 00:39:18",\N
"btol2","betul-betul","Malay","VOC_EDITOR","1","2017-05-18 01:14:18",\N
"bermasaalah","bermasalah","Malay","VOC_EDITOR","1","2017-05-18 02:15:29",\N
"dp","distributed point","Malay","VOC_EDITOR","1","2017-05-18 02:18:25",\N
"kne","kena","Malay","VOC_EDITOR","1","2017-05-18 02:18:26",\N
"trchnician","technician","Malay","VOC_EDITOR","1","2017-05-18 02:18:26",\N
"skrng","sekarang","Malay","VOC_EDITOR","1","2017-05-18 02:18:26",\N
"slh","salah","Malay","VOC_EDITOR","1","2017-05-18 02:18:26",\N
"probelm","problem","English","VOC_EDITOR","1","2017-05-18 02:26:20",\N
"sanggat","sangat","Malay","VOC_EDITOR","1","2017-05-18 03:16:32",\N
"krja","kerja","Malay","VOC_EDITOR","1","2017-05-18 03:23:44",\N
"diselesaiknkan","diselesaikan","Malay","VOC_EDITOR","1","2017-05-18 03:23:44",\N
"masalh","masalah","Malay","VOC_EDITOR","1","2017-05-18 03:40:58",\N
"mngkin","mungkin","Malay","VOC_EDITOR","1","2017-05-18 03:40:58",\N
"sye","saya","Malay","VOC_EDITOR","1","2017-05-18 03:40:58",\N
"warang","wiring","Malay","VOC_EDITOR","1","2017-05-18 03:43:15",\N
"angaran","anggaran","Malay","VOC_EDITOR","1","2017-05-18 03:45:57",\N
"terbaikkk","terbaik","Malay","VOC_EDITOR","1","2017-05-18 03:46:27",\N
"ati","hati","Malay","VOC_EDITOR","1","2017-05-18 03:46:27",\N
"improvemen","improvement","Malay","VOC_EDITOR","1","2017-05-18 03:46:27",\N
"alat2","alat-alat","Malay","VOC_EDITOR","1","2017-05-18 18:52:05",\N
"sunguh","sungguh","Malay","VOC_EDITOR","1","2017-05-18 18:53:55",\N
"didn`","did not","English","VOC_EDITOR","1","2017-05-18 19:03:56",\N
"k@sih","kasih","Malay","VOC_EDITOR","1","2017-05-18 19:06:02",\N
"kalauu","kalau","Malay","VOC_EDITOR","1","2017-05-18 19:06:02",\N
"telefo","telefon","Malay","VOC_EDITOR","1","2017-05-18 19:27:52",\N
"den","saya","Malay","VOC_EDITOR","1","2017-05-18 20:12:07",\N
"koba","bagitahu","Malay","VOC_EDITOR","1","2017-05-18 20:12:07",\N
"ekau","kamu","Malay","VOC_EDITOR","1","2017-05-18 20:12:07",\N
"buek","buat","Malay","VOC_EDITOR","1","2017-05-18 20:12:07",\N
"kato","kata","Malay","MANUAL_TAG","1","2017-06-19 10:33:00","-"
"k@ntek","contact","Malay","VOC_EDITOR","1","2017-05-18 20:12:07",\N
"mcm2","macam-macam","Malay","VOC_EDITOR","1","2017-05-18 20:12:07",\N
"ajo","saja","Malay","VOC_EDITOR","1","2017-05-18 20:12:07",\N
"sonang","senang","Malay","VOC_EDITOR","1","2017-05-18 20:12:07",\N
"berjln","berjalan","Malay","VOC_EDITOR","1","2017-05-18 20:38:49",\N
"tolo","tolong","Malay","VOC_EDITOR","1","2017-05-18 20:38:49",\N
"lompat2","lompat-lompat","Malay","VOC_EDITOR","1","2017-05-18 20:48:14",\N
"p@astu","selepas itu","Malay","VOC_EDITOR","1","2017-05-18 20:57:58",\N
"trs","terus","Malay","VOC_EDITOR","1","2017-05-04 20:52:22",\N
"pakej2","pakej-pakej","Malay","VOC_EDITOR","1","2017-05-05 01:04:52",\N
"models","modem","English","VOC_EDITOR","1","2017-05-05 01:25:03",\N
"blk","balik","Malay","VOC_EDITOR","1","2017-05-05 01:50:10",\N
"mere","mereka","Malay","VOC_EDITOR","1","2017-05-05 01:50:10",\N
"kongfigur","configure","Malay","VOC_EDITOR","1","2017-05-05 01:50:10",\N
"cekab","cekap","Malay","VOC_EDITOR","1","2017-05-05 20:08:05",\N
"pebetul","perbetulkan","Malay","VOC_EDITOR","1","2017-05-05 20:08:05",\N
"m`sia","malaysia","Malay","VOC_EDITOR","1","2017-05-05 20:26:53",\N
"teknican","teknisyen","Malay","VOC_EDITOR","1","2017-05-05 20:38:08",\N
"tntg","tentang","Malay","VOC_EDITOR","1","2017-05-06 01:15:35",\N
"mengjejaskan","menjejaskan","Malay","VOC_EDITOR","1","2017-05-06 01:52:36",\N
"tecnicians","technicians","English","VOC_EDITOR","1","2017-05-06 02:52:46",\N
"untu","untuk","Malay","VOC_EDITOR","1","2017-05-08 21:33:23",\N
"cas","caj","Malay","VOC_EDITOR","1","2017-05-08 21:45:00",\N
"satursday","saturday","English","VOC_EDITOR","1","2017-05-08 21:49:23",\N
"noice","noise","English","VOC_EDITOR","1","2017-05-08 21:49:23",\N
"proces","process","English","VOC_EDITOR","1","2017-05-09 11:07:16",\N
"goggle","google","Malay","VOC_EDITOR","1","2017-05-09 12:42:40",\N
"isn`t","is not","Malay","VOC_EDITOR","1","2017-05-09 12:42:40",\N
"kampong","kampung","Malay","VOC_EDITOR","1","2017-05-09 15:32:57",\N
"tidakbalas","tindak balas","Malay","VOC_EDITOR","1","2017-05-09 15:32:57",\N
"buleh","boleh","Malay","VOC_EDITOR","1","2017-05-09 16:01:44",\N
"tecnicion","technician","Malay","VOC_EDITOR","1","2017-05-09 16:01:44",\N
"sepas","selepas","Malay","VOC_EDITOR","1","2017-05-09 16:05:30",\N
"syart2","syarat-syarat","Malay","VOC_EDITOR","1","2017-05-09 16:35:52",\N
"ma'luman","makluman","Malay","VOC_EDITOR","1","2017-05-15 22:49:17",\N
"tmn","taman","Malay","VOC_EDITOR","1","2017-05-15 22:49:17",\N
"chepat","cepat","Malay","VOC_EDITOR","1","2017-05-16 02:36:08",\N
"proble","problem","English","VOC_EDITOR","1","2017-05-16 03:07:57",\N
"appoitment","appointment","Malay","VOC_EDITOR","1","2017-05-16 03:27:10",\N
"stratergy","strategy","Malay","VOC_EDITOR","1","2017-05-16 03:38:56",\N
"kan","akan","Malay","VOC_EDITOR","1","2017-05-16 03:38:56",\N
"ad","ada","Malay","VOC_EDITOR","1","2017-05-16 03:38:56",\N
"perpose","purpose","Malay","VOC_EDITOR","1","2017-05-16 03:38:56",\N
"tiap","setiap","Malay","VOC_EDITOR","1","2017-05-16 19:36:10",\N
"lgpun","lagipun","Malay","VOC_EDITOR","1","2017-05-16 19:36:10",\N
"cadan","cadang","Malay","VOC_EDITOR","1","2017-05-16 21:16:00",\N
"talipun","telefon","Malay","VOC_EDITOR","1","2017-05-16 22:41:12",\N
"member","memberi","Malay","VOC_EDITOR","1","2017-05-16 22:41:12",\N
"melalaui","melalui","Malay","VOC_EDITOR","1","2017-05-16 22:41:12",\N
"masaalah","masalah","Malay","VOC_EDITOR","1","2017-05-16 22:43:10",\N
"menghangtar","menghantar","Malay","VOC_EDITOR","1","2017-05-16 22:47:00",\N
"kerja2mereka","kerja-kerja mereka","Malay","VOC_EDITOR","1","2017-05-17 01:49:17",\N
"ruj","rujukan","Malay","VOC_EDITOR","1","2017-05-17 02:36:37",\N
"ilm","ilmu","Malay","VOC_EDITOR","1","2017-05-17 02:38:06",\N
"membetitahu","memberitahu","Malay","VOC_EDITOR","1","2017-05-17 03:07:42",\N
"dibaiku","dibaiki","Malay","VOC_EDITOR","1","2017-05-17 03:07:42",\N
"skg","sekarang","Malay","VOC_EDITOR","1","2017-05-17 03:14:02",\N
"thn2","tahun-tahun","Malay","VOC_EDITOR","1","2017-05-17 03:14:02",\N
"spai","sampai","Malay","VOC_EDITOR","1","2017-05-17 03:14:02",\N
"hrp","harap","Malay","VOC_EDITOR","1","2017-05-17 03:14:02",\N
"setip","setiap","Malay","VOC_EDITOR","1","2017-05-17 03:20:12",\N
"tepaksa","terpaksa","Malay","VOC_EDITOR","1","2017-05-17 03:20:12",\N
"menugur","menunggu","Malay","VOC_EDITOR","1","2017-05-17 03:20:12",\N
"watuk","waktu","Malay","VOC_EDITOR","1","2017-05-17 03:20:12",\N
"megalami","mengalami","Malay","VOC_EDITOR","1","2017-05-17 03:20:12",\N
"setika","seketika","Malay","VOC_EDITOR","1","2017-05-17 03:33:20",\N
"sebabny","sebabnya","Malay","VOC_EDITOR","1","2017-05-17 19:28:48",\N
"berulan","berulang","Malay","VOC_EDITOR","1","2017-05-17 19:30:28",\N
"psg","pasang","Malay","VOC_EDITOR","1","2017-05-17 19:39:28",\N
"abg2","abang-abang","Malay","VOC_EDITOR","1","2017-05-17 19:39:28",\N
"it's","it is","English","VOC_EDITOR","1","2017-05-17 21:11:17",\N
"membaik","membaiki","Malay","VOC_EDITOR","1","2017-05-17 21:28:10",\N
"failur","failure","Malay","VOC_EDITOR","1","2017-05-17 21:29:22",\N
"custmr","customer","Malay","VOC_EDITOR","1","2017-05-17 21:29:22",\N
"pelan","pelanggan","Malay","VOC_EDITOR","1","2017-05-17 21:37:09",\N
"dpat","dapat","Malay","VOC_EDITOR","1","2017-05-17 22:16:09",\N
"berpuasati","berpuas hati","Malay","VOC_EDITOR","1","2017-05-17 22:24:26",\N
"telefonica","telefon","Malay","VOC_EDITOR","1","2017-05-17 22:28:07",\N
"25rm","rm25","Malay","VOC_EDITOR","1","2017-05-17 22:28:07",\N
"mvm","macam","Malay","VOC_EDITOR","1","2017-05-17 22:34:15",\N
"kordinasi","koordinasi","Malay","VOC_EDITOR","1","2017-05-17 22:34:15",\N
"pkol","pukul","Malay","VOC_EDITOR","1","2017-05-17 22:45:21",\N
"bawak","bawa","Malay","VOC_EDITOR","1","2017-05-17 22:45:21",\N
"denga","dengan","Malay","VOC_EDITOR","1","2017-05-04 21:09:21",\N
"puashati","puas hati","Malay","VOC_EDITOR","1","2017-05-04 21:20:28",\N
"cs","customer service","English","VOC_EDITOR","1","2017-05-06 01:43:27",\N
"inter","internet","Malay","VOC_EDITOR","1","2017-05-06 02:08:53",\N
"menhadapi","menghadapi","Malay","VOC_EDITOR","1","2017-05-08 18:58:40",\N
"evdo","eventhough","Malay","VOC_EDITOR","1","2017-05-08 19:09:03",\N
"acsess","access","Malay","VOC_EDITOR","1","2017-05-08 19:09:03",\N
