"original_text","normalize_text","language","category","flag","last_update","remark"
"t.kasih","terima kasih","Malay","VOC_EDITOR","1","2017-04-19 17:41:30",\N
"reps","representative","English","VOC_EDITOR","1","2017-04-19 17:54:19",\N
"cancle","cancel","English","VOC_EDITOR","1","2017-04-19 17:54:19",\N
"termi","terminate","Malay","VOC_EDITOR","1","2017-04-20 09:09:46",\N
"kerjabaikpulih","kerja baik pulih","Malay","VOC_EDITOR","1","2017-04-20 09:21:43",\N
"makanmasa","makan masa","Malay","VOC_EDITOR","1","2017-04-20 09:21:43",\N
"ke2","kedua","English","MANUAL_TAG","1","2017-07-04 09:39:51","-"
"rebete","rebate","English","VOC_EDITOR","1","2017-04-20 09:23:58",\N
"bhgn","bahagian","Malay","VOC_EDITOR","1","2017-04-20 11:42:23",\N
"phm","faham","Malay","VOC_EDITOR","1","2017-04-20 11:42:23",\N
"membetulkn","membetulkan","Malay","VOC_EDITOR","1","2017-04-20 11:42:23",\N
"pkhdmatn","perkhidmatan","Malay","VOC_EDITOR","1","2017-04-20 17:31:23",\N
"trkilan","terkilan","Malay","VOC_EDITOR","1","2017-04-20 17:31:23",\N
"trpaksa","terpaksa","Malay","VOC_EDITOR","1","2017-04-20 17:31:23",\N
"n?t^amun","namun","Malay","MANUAL_TAG","1","2017-06-20 11:40:47","mirul_dataset"
"seba?t~rang","sebarang","Malay","VOC_EDITOR","1","2017-04-20 17:34:29",\N
"t.aru","tanjung aru","English","VOC_EDITOR","1","2017-04-20 17:38:33",\N
"we`re","we were","English","VOC_EDITOR","1","2017-04-20 17:41:22",\N
"i/c","identity card","Malay","VOC_EDITOR","1","2017-04-20 17:51:27",\N
"pembaikkan","pembaikan","Malay","VOC_EDITOR","1","2017-04-21 10:22:12",\N
"memua","memuaskan","Malay","VOC_EDITOR","1","2017-04-21 10:22:12",\N
"mesr","mesra","Malay","VOC_EDITOR","1","2017-04-21 10:38:59",\N
"mau","mahu","Malay","VOC_EDITOR","1","2017-04-21 10:46:22",\N
"techician","technician","Malay","VOC_EDITOR","1","2017-04-21 11:18:02",\N
"perkhdimatan","perkhidmatan","Malay","VOC_EDITOR","1","2017-04-21 11:22:09",\N
"xblh","tidak boleh","Malay","VOC_EDITOR","1","2017-04-21 11:25:52",\N
"kaw","kawasan","Malay","VOC_EDITOR","1","2017-04-21 11:25:52",\N
"komitet","komited","Malay","VOC_EDITOR","1","2017-04-21 11:25:52",\N
"bkt","bukit","Malay","VOC_EDITOR","1","2017-04-21 11:25:52",\N
"gangg","gangguan","Malay","VOC_EDITOR","1","2017-04-21 11:25:52",\N
"8days","8 days","English","VOC_EDITOR","1","2017-04-21 11:34:27",\N
"takstable","tidak stabil","Malay","VOC_EDITOR","1","2017-04-21 11:38:27",\N
"mortem","modem","English","VOC_EDITOR","1","2017-04-21 11:42:12",\N
"frm","from","English","VOC_EDITOR","1","2017-04-21 12:15:12",\N
"ohk","okay","English","VOC_EDITOR","1","2017-04-21 12:15:12",\N
"sblmnya","sebelumnya","Malay","VOC_EDITOR","1","2017-04-21 15:13:25",\N
"sehinnga","sehingga","Malay","VOC_EDITOR","1","2017-04-21 15:13:25",\N
"menyeselaikan","menyelesaikan","Malay","VOC_EDITOR","1","2017-04-21 15:13:25",\N
"tkx","thank","English","VOC_EDITOR","1","2017-04-21 15:19:32",\N
"main2","main-main","Malay","VOC_EDITOR","1","2017-04-21 15:25:19",\N
"cemrlang","cemerlang","Malay","VOC_EDITOR","1","2017-04-21 15:30:15",\N
"wud","would","English","VOC_EDITOR","1","2017-04-21 15:49:21",\N
"vhelpful","very helpful","English","VOC_EDITOR","1","2017-04-21 15:49:21",\N
"cud","could","English","VOC_EDITOR","1","2017-04-21 15:49:21",\N
"ubderstand","understand","English","VOC_EDITOR","1","2017-04-21 16:39:19",\N
"jawapsn","jawapan","Malay","VOC_EDITOR","1","2017-04-21 16:45:36",\N
"holeh","boleh","Malay","VOC_EDITOR","1","2017-04-21 16:45:36",\N
"mmpu","mampu","Malay","VOC_EDITOR","1","2017-04-25 10:28:26",\N
"nti","nanti","Malay","VOC_EDITOR","1","2017-04-25 10:28:26",\N
"standed","standard","Malay","VOC_EDITOR","1","2017-04-25 10:32:19",\N
"sop","standard operating procedure","Malay","VOC_EDITOR","0","2017-04-25 10:32:19",\N
"aug","august","English","VOC_EDITOR","1","2017-04-25 11:06:54",\N
"cotract","contractor","English","VOC_EDITOR","1","2017-04-25 11:12:53",\N
"sngat","sangat","Malay","VOC_EDITOR","1","2017-04-25 12:25:09",\N
"mengendalikn","mengendalikan","Malay","VOC_EDITOR","1","2017-04-25 12:25:09",\N
"cra","cara","Malay","VOC_EDITOR","1","2017-04-25 12:25:09",\N
"berckap","bercakap","Malay","VOC_EDITOR","1","2017-04-25 12:25:09",\N
"trima","terima","Malay","VOC_EDITOR","1","2017-04-25 12:41:12",\N
"menggu","menunggu","Malay","VOC_EDITOR","1","2017-04-25 14:25:57",\N
"sebaikny","sebaiknya","Malay","VOC_EDITOR","1","2017-04-25 14:25:57",\N
"hmpir","hampir","Malay","VOC_EDITOR","1","2017-04-25 14:25:57",\N
"percepatkn","percepatkan","Malay","VOC_EDITOR","1","2017-04-25 14:25:57",\N
"berlogatkan","berloghatkan","Malay","VOC_EDITOR","1","2017-04-25 14:29:58",\N
"yo","you","English","VOC_EDITOR","1","2017-04-26 15:54:21",\N
"tent","tentang","Malay","VOC_EDITOR","1","2017-04-28 14:31:27",\N
"sbelumnya","sebelumnya","Malay","VOC_EDITOR","1","2017-04-28 15:48:26",\N
"mr","mister","English","VOC_EDITOR","1","2017-04-28 16:18:15",\N
"actio","action","English","VOC_EDITOR","1","2017-04-28 16:18:15",\N
"mengutamakn","mengutamakan","Malay","VOC_EDITOR","1","2017-04-28 16:25:32",\N
"br","baru","Malay","VOC_EDITOR","1","2017-04-28 16:25:32",\N
"beritau","beritahu","Malay","VOC_EDITOR","1","2017-04-28 16:42:28",\N
"sedangkn","sedangkan","Malay","VOC_EDITOR","1","2017-04-28 16:42:28",\N
"i`ve","i have","English","VOC_EDITOR","1","2017-04-20 10:04:07",\N
"technication","technician","English","VOC_EDITOR","1","2017-04-20 10:09:22",\N
"almo","almost","English","VOC_EDITOR","1","2017-04-20 10:09:22",\N
"streaymx","streamyx","Malay","VOC_EDITOR","1","2017-04-20 10:53:05",\N
"gonna","going to","English","VOC_EDITOR","1","2017-04-20 11:12:07",\N
"disappo","disappointed","English","VOC_EDITOR","1","2017-04-20 11:12:07",\N
"langgangan","langganan","Malay","VOC_EDITOR","1","2017-04-20 12:29:56",\N
"memu","memuaskan","Malay","VOC_EDITOR","1","2017-04-20 12:38:11",\N
"asik","asyik","Malay","VOC_EDITOR","1","2017-04-20 14:36:41",\N
"mai","mari","Malay","VOC_EDITOR","1","2017-04-20 14:47:01",\N
"ros","rosak","Malay","VOC_EDITOR","1","2017-04-20 14:47:11",\N
"semul","semula","Malay","VOC_EDITOR","1","2017-04-20 14:51:21",\N
"bekerj","bekerja","Malay","VOC_EDITOR","1","2017-04-20 14:59:13",\N
"seluroh","seluruh","Malay","VOC_EDITOR","1","2017-04-20 15:05:22",\N
"permindahan","pemindahan","Malay","VOC_EDITOR","1","2017-04-20 15:23:17",\N
"saperti","seperti","Malay","VOC_EDITOR","1","2017-04-20 15:31:27",\N
"dukacitanya","dukacita","Malay","VOC_EDITOR","1","2017-04-20 15:31:27",\N
"baaru","baru","Malay","VOC_EDITOR","1","2017-04-20 15:34:02",\N
"lambt","lambat","Malay","VOC_EDITOR","1","2017-04-20 15:49:31",\N
"disebatkan","disebabkan","Malay","VOC_EDITOR","1","2017-04-20 15:49:31",\N
"trtangguh","tertangguh","Malay","VOC_EDITOR","1","2017-04-20 15:49:31",\N
"mmbuatkn","membuatkan","Malay","VOC_EDITOR","1","2017-04-20 15:49:31",\N
"trtunggu2","tertunggu-tunggu","Malay","VOC_EDITOR","1","2017-04-20 15:49:31",\N
"mmbaik","membaik","Malay","VOC_EDITOR","1","2017-04-20 15:49:31",\N
"sdikit","sedikit","Malay","VOC_EDITOR","1","2017-04-20 15:49:31",\N
"takde","tiada","Malay","VOC_EDITOR","1","2017-04-20 15:53:12",\N
"apap","apa","Malay","VOC_EDITOR","1","2017-04-20 15:55:22",\N
"sepenunya","sepenuhnya","Malay","VOC_EDITOR","1","2017-04-20 16:05:12",\N
"discoun","discount","Malay","VOC_EDITOR","1","2017-04-20 16:05:12",\N
"tiadak","tiada","Malay","VOC_EDITOR","1","2017-04-20 16:05:12",\N
"tentg","tentang","Malay","VOC_EDITOR","1","2017-04-20 16:41:12",\N
"respons","respon","Malay","VOC_EDITOR","1","2017-04-20 16:41:12",\N
"jln","jalan","Malay","VOC_EDITOR","1","2017-04-20 17:14:00",\N
"mis","miss","Malay","VOC_EDITOR","1","2017-04-20 17:17:40",\N
"suda","sudah","Malay","VOC_EDITOR","1","2017-04-20 17:17:40",\N
"lar","lah","Malay","MANUAL_TAG","0","2017-08-01 15:52:30","-"
"skrg","sekarang","Malay","VOC_EDITOR","1","2017-04-20 17:17:40",\N
"tggu","tunggu","Malay","VOC_EDITOR","1","2017-04-20 17:17:40",\N
"sntiasa","sentiasa","Malay","VOC_EDITOR","1","2017-04-20 17:23:55",\N
"dberikan","diberikan","Malay","VOC_EDITOR","1","2017-04-20 17:23:55",\N
"teruskn","teruskan","Malay","VOC_EDITOR","1","2017-04-20 17:23:55",\N
"mass","masa","Malay","VOC_EDITOR","1","2017-04-20 17:37:07",\N
"efficiant","efficient","Malay","VOC_EDITOR","1","2017-04-20 17:37:07",\N
"memcari","mencari","Malay","VOC_EDITOR","1","2017-04-20 17:48:45",\N
"bermalasah","bermasalah","Malay","VOC_EDITOR","1","2017-04-20 17:51:31",\N
"brkaitan","berkaitan","Malay","VOC_EDITOR","1","2017-04-20 17:54:04",\N
"tlh","telah","Malay","VOC_EDITOR","1","2017-04-20 17:54:04",\N
"warra","warranty","English","VOC_EDITOR","1","2017-04-20 17:55:49",\N
"antar","hantar","Malay","VOC_EDITOR","1","2017-04-21 09:09:27",\N
"cdgkn","cadangkan","Malay","VOC_EDITOR","1","2017-04-21 09:09:27",\N
"pkdm","perkhidmatan","Malay","VOC_EDITOR","1","2017-04-21 09:09:27",\N
"kemungk","kemungkinan","Malay","VOC_EDITOR","1","2017-04-21 09:11:47",\N
"2x","dua kali","Malay","MANUAL_TAG","1","2017-06-19 14:02:20","-"
"couldnt","could not","English","VOC_EDITOR","1","2017-04-21 10:53:06",\N
"ver","very","English","VOC_EDITOR","1","2017-04-21 11:33:09",\N
"r","are","English","VOC_EDITOR","1","2017-04-21 16:01:19",\N
"diorang","mereka","Malay","VOC_EDITOR","1","2017-04-21 16:15:34",\N
"installet","installer","Malay","VOC_EDITOR","1","2017-04-21 16:18:45",\N
"kej","kerja","Malay","VOC_EDITOR","1","2017-04-21 16:36:15",\N
"skilful","skillful","English","VOC_EDITOR","1","2017-04-21 17:14:58",\N
"dri","dari","Malay","VOC_EDITOR","1","2017-04-21 17:20:01",\N
"takda","tiada","Malay","VOC_EDITOR","1","2017-04-21 17:20:01",\N
"pon","pun","Malay","VOC_EDITOR","1","2017-04-21 17:20:01",\N
"sorang","seorang","Malay","VOC_EDITOR","1","2017-04-21 17:20:01",\N
"krana","kerana","Malay","VOC_EDITOR","1","2017-04-25 09:46:44",\N
"dterangkn","diterangkan","Malay","VOC_EDITOR","1","2017-04-25 09:46:44",\N
"smula","semula","Malay","MANUAL_TAG","1","2017-03-06 10:48:48","mirul_dataset"
"betul2","betul-betul","Malay","MANUAL_TAG","1","2017-04-11 21:29:53","mirul_dataset"
"&","dan","Malay","MANUAL_TAG","1","2017-06-19 10:53:15","mirul_dataset"
"apbl","apabila","Malay","MANUAL_TAG","1","2017-06-19 10:56:02","mirul_dataset"
"sdiri","sendiri","Malay","MANUAL_TAG","1","2017-06-20 11:09:44","mirul_dataset"
"dptkn","dapatkan","Malay","MANUAL_TAG","1","2017-06-20 11:09:55","mirul_dataset"
"pengawai","pegawai","Malay","MANUAL_TAG","1","2017-06-20 11:10:07","mirul_dataset"
"permulihan","pemulihan","Malay","MANUAL_TAG","1","2017-06-20 11:10:24","mirul_dataset"
"pengguba","pengguna","Malay","MANUAL_TAG","1","2017-06-20 11:10:33","mirul_dataset"
"xde","tiada","Malay","MANUAL_TAG","1","2017-06-20 11:11:17","mirul_dataset"
"amik","ambil","Malay","MANUAL_TAG","1","2017-06-20 11:11:45","mirul_dataset"
"dgn","dengan","Malay","MANUAL_TAG","1","2017-06-20 11:11:59","mirul_dataset"
"technicion","technician","Malay","MANUAL_TAG","1","2017-06-20 11:12:10","mirul_dataset"
"dtg","datang","Malay","MANUAL_TAG","1","2017-06-08 17:09:04","mirul_dataset"
"anto","hantar","Malay","MANUAL_TAG","1","2017-06-20 11:12:21","mirul_dataset"
"suka2","suka-suka","Malay","MANUAL_TAG","1","2017-06-20 11:12:30","mirul_dataset"
"paedahnyee","faedahnya","Malay","MANUAL_TAG","1","2017-06-20 11:12:40","mirul_dataset"
"tmujnji","temujanji","Malay","MANUAL_TAG","1","2017-06-20 11:12:50","mirul_dataset"
"ade","ada","Malay","MANUAL_TAG","1","2017-06-20 11:12:58","mirul_dataset"
"tu","itu","Malay","MANUAL_TAG","1","2017-06-20 11:13:29","mirul_dataset"
"ketidakcekap","ketidakcekapan","Malay","MANUAL_TAG","1","2017-06-20 11:13:48","mirul_dataset"
"buad","buat","Malay","MANUAL_TAG","1","2017-06-20 11:13:56","mirul_dataset"
"pmsgn","pemasangan","Malay","MANUAL_TAG","1","2017-06-20 11:14:05","mirul_dataset"
"servic","service","English","MANUAL_TAG","1","2017-06-20 11:14:53","mirul_dataset"
"cal","call","English","MANUAL_TAG","1","2017-06-20 11:14:39","mirul_dataset"
"baikulih","baik pulih","Malay","MANUAL_TAG","1","2017-06-20 11:15:14","mirul_dataset"
"keranaan","kerajaan","Malay","MANUAL_TAG","1","2017-06-20 11:15:56","mirul_dataset"
"kontrator","kontraktor","Malay","MANUAL_TAG","1","2017-06-20 11:16:17","mirul_dataset"
"menangokk","menengok","Malay","MANUAL_TAG","1","2017-06-20 11:16:42","mirul_dataset"
"pihk","pihak","Malay","MANUAL_TAG","1","2017-06-20 11:16:53","mirul_dataset"
"bls","balas","Malay","MANUAL_TAG","1","2017-06-20 11:17:02","mirul_dataset"
"gaggal","gagal","Malay","MANUAL_TAG","1","2017-06-20 11:17:12","mirul_dataset"
"datng","datang","Malay","MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"tgn","tangan","Malay","MANUAL_TAG","1","2017-06-20 11:17:47","mirul_dataset"
"mslh","masalah","Malay","MANUAL_TAG","1","2017-06-20 11:18:03","mirul_dataset"
"kli","kali","Malay","MANUAL_TAG","1","2017-06-20 11:21:29","mirul_dataset"
"krajaan","kerajaan","Malay","MANUAL_TAG","1","2017-06-20 11:21:37","mirul_dataset"
"perkhidmatant","perkhidmatan","Malay","MANUAL_TAG","1","2017-06-20 11:21:46","mirul_dataset"
"last2","last-last","English","MANUAL_TAG","1","2017-06-20 11:21:55","mirul_dataset"
"komputet","komputer","Malay","MANUAL_TAG","1","2017-06-20 11:22:04","mirul_dataset"
"4bln","4 bulan","Malay","MANUAL_TAG","1","2017-06-19 11:00:40","mirul_dataset"
"lmbt","lambat","Malay","MANUAL_TAG","1","2017-06-20 11:22:15","mirul_dataset"
"nk","hendak","Malay","MANUAL_TAG","1","2017-06-20 11:22:42","mirul_dataset"
"n","and","English","MANUAL_TAG","1","2017-06-20 11:23:14","mirul_dataset"
"ur","your","English","MANUAL_TAG","1","2017-06-20 11:23:25","mirul_dataset"
"ngan","dengan","Malay","MANUAL_TAG","1","2017-06-20 11:23:35","mirul_dataset"
"pngesahan","pengesahan","Malay","MANUAL_TAG","1","2017-06-20 11:23:45","mirul_dataset"
"fisikal","fizikal","Malay","MANUAL_TAG","1","2017-06-20 11:24:05","mirul_dataset"
"streamy","steamyx","English","MANUAL_TAG","1","2017-06-20 11:24:16","mirul_dataset"
"bnyk","banyak","Malay","MANUAL_TAG","1","2017-06-20 11:24:25","mirul_dataset"
"klu","kalau","Malay","MANUAL_TAG","1","2017-06-20 11:27:16","mirul_dataset"
"krn","kerana","Malay","MANUAL_TAG","1","2017-06-20 11:27:27","mirul_dataset"
"sy","saya","Malay","MANUAL_TAG","1","2017-06-20 11:27:44","mirul_dataset"
"tel","telefon","Malay","MANUAL_TAG","1","2017-06-20 11:28:01","mirul_dataset"
"keje","kerja","Malay","MANUAL_TAG","1","2017-06-20 11:28:10","mirul_dataset"
"ungkir","mungkir","Malay","MANUAL_TAG","1","2017-06-20 11:28:20","mirul_dataset"
"kediama","kediaman","Malay","MANUAL_TAG","1","2017-06-20 11:28:32","mirul_dataset"
"lps","lepas","Malay","MANUAL_TAG","1","2017-06-20 11:28:50","mirul_dataset"
"cntractor","contractor","English","MANUAL_TAG","1","2017-06-19 11:02:30","mirul_dataset"
"jgn","jangan","Malay","MANUAL_TAG","1","2017-06-20 11:29:30","mirul_dataset"
"cooper","copper","English","MANUAL_TAG","1","2017-06-20 11:29:41","mirul_dataset"
"spt","seperti","Malay","MANUAL_TAG","1","2017-06-20 11:30:01","mirul_dataset"
"dtanggung","ditanggung","Malay","MANUAL_TAG","1","2017-06-20 11:41:35","mirul_dataset"
"sekarng","sekarang","Malay","MANUAL_TAG","1","2017-06-20 11:42:19","mirul_dataset"
"tuk","untuk","Malay","MANUAL_TAG","1","2017-06-20 11:42:30","mirul_dataset"
"1mgu","1 minggu","Malay","MANUAL_TAG","1","2017-06-19 11:03:24","mirul_dataset"
"cr","cari","Malay","MANUAL_TAG","1","2017-06-20 11:42:46","mirul_dataset"
"linepon","line telefon",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"3x","3 kali","Malay","MANUAL_TAG","1","2017-06-19 11:04:39","mirul_dataset"
"kros¿a^akan","kerosakan",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"msalah","masalah","Malay","MANUAL_TAG","1","2017-06-20 11:56:00","mirul_dataset"
"tangung","tanggung","Malay","MANUAL_TAG","1","2017-06-20 11:59:43","mirul_dataset"
"lg","lagi","Malay","MANUAL_TAG","1","2017-06-20 12:30:28","mirul_dataset"
"skali","sekali","Malay","MANUAL_TAG","1","2017-06-20 12:30:49","mirul_dataset"
"smpai","sampai","Malay","MANUAL_TAG","1","2017-06-20 12:31:28","mirul_dataset"
"datan","datang","Malay","MANUAL_TAG","1","2017-06-19 11:21:41","mirul_dataset"
"apa2","apa-apa","Malay","MANUAL_TAG","1","2017-06-20 12:31:37","mirul_dataset"
"subscrube","subscribe","English","MANUAL_TAG","1","2017-06-20 12:31:47","mirul_dataset"
"plak","pula","Malay","MANUAL_TAG","1","2017-06-19 11:25:31","mirul_dataset"
"setanga","setengah","Malay","MANUAL_TAG","1","2017-06-20 12:32:12","mirul_dataset"
"fon","telefon","Malay","MANUAL_TAG","1","2017-06-20 12:32:33","mirul_dataset"
"pot","port","English","MANUAL_TAG","1","2017-06-20 12:34:54","mirul_dataset"
"dr","dari","Malay","MANUAL_TAG","1","2017-06-20 12:35:26","mirul_dataset"
"sped","speed","English","MANUAL_TAG","1","2017-06-20 12:35:48","mirul_dataset"
"berberapa","beberapa","Malay","MANUAL_TAG","1","2017-06-20 12:35:58","mirul_dataset"
"pkul","pukul","Malay","MANUAL_TAG","1","2017-06-20 12:36:46","mirul_dataset"
"hari2","hari-hari","Malay","MANUAL_TAG","1","2017-06-20 12:37:01","mirul_dataset"
"codless","cordless","English","MANUAL_TAG","1","2017-06-20 12:37:12","mirul_dataset"
"pas","lepas","Malay","MANUAL_TAG","1","2017-06-20 12:37:30","mirul_dataset"
"sec","second","English","MANUAL_TAG","1","2017-06-20 12:37:51","mirul_dataset"
"mengecewakn","mengecewakan","Malay","MANUAL_TAG","1","2017-06-20 12:38:16","mirul_dataset"
"prkhidmata","perkhidmatan","Malay","MANUAL_TAG","1","2017-06-20 12:38:31","mirul_dataset"
"cust","customer","English","MANUAL_TAG","1","2017-06-20 12:38:41","mirul_dataset"
"korng","korang","Malay","MANUAL_TAG","1","2017-06-20 12:51:51","mirul_dataset"
"nie","ini","Malay","MANUAL_TAG","1","2017-06-20 12:52:06","mirul_dataset"
"tanye","tanya","Malay","MANUAL_TAG","1","2017-06-20 12:52:21","mirul_dataset"
"disconet","disconnect","English","MANUAL_TAG","1","2017-06-20 12:52:38","mirul_dataset"
"tp","tapi","Malay","MANUAL_TAG","1","2017-06-20 13:08:54","mirul_dataset"
"dpt","dapat","Malay","MANUAL_TAG","1","2017-06-20 13:58:49","mirul_dataset"
"udohtuu","sudah itu","Malay","MANUAL_TAG","1","2017-06-20 14:01:03","mirul_dataset"
"tdk","tidak","Malay","MANUAL_TAG","1","2017-06-20 14:04:02","mirul_dataset"
"menggunaka","menggunakan","Malay","MANUAL_TAG","1","2017-06-20 14:04:33","mirul_dataset"
"hv","have","English","MANUAL_TAG","1","2017-06-20 14:06:20","mirul_dataset"
"td","tadi","Malay","MANUAL_TAG","1","2017-06-20 14:09:30","mirul_dataset"
"sdgkan","sedangkan","Malay","MANUAL_TAG","1","2017-06-20 14:11:43","mirul_dataset"
"perubhn","perubahan","Malay","MANUAL_TAG","1","2017-06-20 14:11:55","mirul_dataset"
"dh","sudah","Malay","MANUAL_TAG","1","2017-06-19 11:27:22","mirul_dataset"
"pape","apa-apa","Malay","MANUAL_TAG","1","2017-06-20 14:12:19","mirul_dataset"
"perubuhan","perubahan","Malay","MANUAL_TAG","1","2017-06-20 14:12:30","mirul_dataset"
"datang2","datang-datang","Malay","MANUAL_TAG","1","2017-06-20 14:14:27","mirul_dataset"
"chek","check","English","MANUAL_TAG","1","2017-06-20 14:14:41","mirul_dataset"
"crita","cerita","Malay","MANUAL_TAG","1","2017-06-20 14:15:37","mirul_dataset"
"ape","apa","Malay","MANUAL_TAG","1","2017-06-20 14:18:19","mirul_dataset"
"kontrakyor","kontraktor","Malay","MANUAL_TAG","1","2017-06-20 14:18:32","mirul_dataset"
"batalkn","batalkan","Malay","MANUAL_TAG","1","2017-06-20 14:18:43","mirul_dataset"
"sblm","sebelum","Malay","MANUAL_TAG","1","2017-06-20 14:18:56","mirul_dataset"
"blh","boleh","Malay","MANUAL_TAG","1","2017-06-20 14:24:18","mirul_dataset"
"bersame","bersama","Malay","MANUAL_TAG","1","2017-06-20 14:26:22","mirul_dataset"
"tech","technician","English","MANUAL_TAG","1","2017-06-20 14:26:38","mirul_dataset"
"seba¿t~rang","sebarang",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"ckp","cakap","Malay","MANUAL_TAG","1","2017-06-20 14:42:41","mirul_dataset"
"ipdate","update","English","MANUAL_TAG","1","2017-06-20 14:43:31","mirul_dataset"
"ttp","tetapi",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"masal","masalah",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"masil","masih",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"telas","telah",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"tknikl","teknikal",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"lamsung","langsung",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"pe","apa",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"repot","report",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"berkali2","berkali-kali",\N,"MANUAL_TAG","1","2017-02-21 07:40:34","mirul_dataset"
"brp","berapa",\N,"MANUAL_TAG","1","2017-02-28 08:04:19","alam_manual"
"mcm","macam",\N,"MANUAL_TAG","1","2017-02-28 00:00:00","alam_manual"
"tiptop","tip top","Malay","VOC_EDITOR","1","2017-03-20 17:00:35",\N
"harini","hari ini","Malay","VOC_EDITOR","1","2017-03-16 15:14:42",\N
"jugak","juga","Malay","VOC_EDITOR","1","2017-03-16 15:14:42",\N
"sept","september",\N,"VOC_EDITOR","1","2017-03-03 23:51:55",\N
"maintainence","maintenance","Malay","VOC_EDITOR","1","2017-03-16 15:14:42",\N
"advertistment","adertisement","Malay","VOC_EDITOR","1","2017-04-17 16:55:27",\N
"sevice","service","Malay","VOC_EDITOR","1","2017-04-17 17:43:28",\N
"cepa","cepat","Malay","VOC_EDITOR","1","2017-04-17 17:48:17",\N
"sep","september","Malay","VOC_EDITOR","1","2017-04-17 17:49:45",\N
"sagt","sangat","Malay","VOC_EDITOR","1","2017-04-18 09:23:42",\N
"tungq","tunggu","Malay","VOC_EDITOR","1","2017-04-18 09:23:42",\N
"sumua","semua","Malay","VOC_EDITOR","1","2017-04-18 09:23:42",\N
"baze","bazir","Malay","VOC_EDITOR","1","2017-04-18 09:23:42",\N
"tenician","technician","Malay","VOC_EDITOR","1","2017-04-18 09:23:42",\N
"ja","saja","Malay","VOC_EDITOR","1","2017-04-18 09:23:42",\N
"berkomunikas","berkomunikasi","Malay","VOC_EDITOR","1","2017-04-18 11:29:28",\N
"serv","service","English","VOC_EDITOR","1","2017-04-18 11:40:18",\N
"lebih2","lebih-lebih","Malay","VOC_EDITOR","1","2017-04-18 11:55:32",\N
"oprator","operator","English","VOC_EDITOR","1","2017-04-18 12:12:19",\N
"kemunikasi","komunikasi","Malay","VOC_EDITOR","1","2017-04-18 12:24:24",\N
"internit","internet","Malay","VOC_EDITOR","1","2017-04-18 12:24:24",\N
"slepas","selepas","Malay","VOC_EDITOR","1","2017-04-18 12:28:46",\N
"prkhidmtan","perkhidmatan","Malay","VOC_EDITOR","1","2017-04-18 12:28:46",\N
"tmpoh","tempoh","Malay","VOC_EDITOR","1","2017-04-18 12:28:46",\N
"kat","dekat","Malay","VOC_EDITOR","1","2017-04-18 12:38:46",\N
"umah","rumah","Malay","VOC_EDITOR","1","2017-04-18 12:38:46",\N
"pgesahan","pengesahan","Malay","VOC_EDITOR","1","2017-04-18 12:54:42",\N
"mrmbuat","membuat","Malay","VOC_EDITOR","1","2017-04-18 12:54:42",\N
"olih","oleh","Malay","VOC_EDITOR","1","2017-04-18 14:37:11",\N
"banyan","banyak","Malay","VOC_EDITOR","1","2017-04-18 14:45:02",\N
"maasaalah","masalah","Malay","VOC_EDITOR","1","2017-04-18 14:45:02",\N
"perhikmatan","perkhidmatan","Malay","VOC_EDITOR","1","2017-04-18 14:48:17",\N
"pemereksaan","pemeriksaan","Malay","VOC_EDITOR","1","2017-04-18 15:02:09",\N
"kerja2","kerja-kerja","Malay","VOC_EDITOR","1","2017-04-18 15:02:09",\N
"mengantikan","menggantikan","Malay","VOC_EDITOR","1","2017-04-18 15:02:09",\N
"talifon","telefon","Malay","VOC_EDITOR","1","2017-04-18 15:08:18",\N
"yangpantas","yang pantas","Malay","VOC_EDITOR","1","2017-04-18 15:13:13",\N
"efisyen","efisien","Malay","VOC_EDITOR","1","2017-04-18 15:13:13",\N
"mrk","mereka","Malay","VOC_EDITOR","1","2017-04-18 15:19:20",\N
"profesio","profesional","Malay","VOC_EDITOR","1","2017-04-18 15:19:20",\N
"brkomunikasi","berkomunikasi","Malay","VOC_EDITOR","1","2017-04-18 15:50:10",\N
"beradap","beradab","Malay","VOC_EDITOR","1","2017-04-18 15:50:10",\N
"mmbuat","membuat","Malay","VOC_EDITOR","1","2017-04-18 16:45:20",\N
"telipon","telefon","Malay","VOC_EDITOR","1","2017-04-18 17:30:07",\N
"diberitahui","diberitahu","Malay","VOC_EDITOR","1","2017-04-18 17:32:52",\N
"lalui","melalui","Malay","VOC_EDITOR","1","2017-04-18 17:32:52",\N
